,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_max_samples,param_min_samples_leaf,param_min_samples_split,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,split10_test_accuracy,split11_test_accuracy,split12_test_accuracy,split13_test_accuracy,split14_test_accuracy,split15_test_accuracy,split16_test_accuracy,split17_test_accuracy,split18_test_accuracy,split19_test_accuracy,split20_test_accuracy,split21_test_accuracy,split22_test_accuracy,split23_test_accuracy,split24_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,split5_test_f1_macro,split6_test_f1_macro,split7_test_f1_macro,split8_test_f1_macro,split9_test_f1_macro,split10_test_f1_macro,split11_test_f1_macro,split12_test_f1_macro,split13_test_f1_macro,split14_test_f1_macro,split15_test_f1_macro,split16_test_f1_macro,split17_test_f1_macro,split18_test_f1_macro,split19_test_f1_macro,split20_test_f1_macro,split21_test_f1_macro,split22_test_f1_macro,split23_test_f1_macro,split24_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro
29,0.773689775466919,0.016405263457521645,0.026896829605102538,0.0009065093791796454,,sqrt,,1,5,"{'max_depth': None, 'max_features': 'sqrt', 'max_samples': None, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.6122448979591837,0.5714285714285714,0.4897959183673469,0.42857142857142855,0.5416666666666666,0.5510204081632653,0.6326530612244898,0.4897959183673469,0.40816326530612246,0.5625,0.5102040816326531,0.5510204081632653,0.46938775510204084,0.5510204081632653,0.5833333333333334,0.3673469387755102,0.4489795918367347,0.5102040816326531,0.5714285714285714,0.5833333333333334,0.6326530612244898,0.5102040816326531,0.5510204081632653,0.5102040816326531,0.4791666666666667,0.5246938775510204,0.06585662514983355,18,0.6031643356643357,0.5767183462532299,0.378448275862069,0.368956043956044,0.47356390379646196,0.4927402384849193,0.6354034531360113,0.4169823232323232,0.3714285714285714,0.4793325583648164,0.4291056166056166,0.5045489394326604,0.41902472527472523,0.4903198653198654,0.5528428686323423,0.2923280423280423,0.3992773261065944,0.44251779319098783,0.494955991418664,0.4189473684210526,0.5880645349515696,0.503052503052503,0.4920698924731183,0.4609116373822256,0.3961444429760803,0.46723398390979326,0.08059133431919181,22
18,0.5627416706085205,0.012784297876047823,0.02637168884277344,0.0010891846591540525,,5,0.6,5,2,"{'max_depth': None, 'max_features': 5, 'max_samples': 0.6, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.5918367346938775,0.46938775510204084,0.4897959183673469,0.46938775510204084,0.5208333333333334,0.5510204081632653,0.5102040816326531,0.4897959183673469,0.4897959183673469,0.5416666666666666,0.46938775510204084,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.5625,0.46938775510204084,0.46938775510204084,0.5102040816326531,0.6122448979591837,0.5833333333333334,0.5510204081632653,0.5102040816326531,0.5510204081632653,0.5510204081632653,0.4583333333333333,0.5197278911564626,0.047786543373773055,27,0.5592958113477948,0.47467948717948716,0.4079111944965603,0.42994917994918,0.4663636363636363,0.5065764023210831,0.48899108138238573,0.40669943866874814,0.4540229885057471,0.45987884436160303,0.39016521098600443,0.5055764019178653,0.36515426497277675,0.5152131782945737,0.5453674677812609,0.45778470778470776,0.4378846153846154,0.5108797029528737,0.507094757094757,0.49213386727688785,0.48695447370218947,0.4720797720797721,0.539691742081448,0.42759740259740253,0.3674537133347202,0.4670159737127232,0.05209415222306369,23
19,0.5638375473022461,0.01265895849236291,0.02672642707824707,0.0013007718970181827,,5,0.6,5,5,"{'max_depth': None, 'max_features': 5, 'max_samples': 0.6, 'min_samples_leaf': 5, 'min_samples_split': 5}",0.5918367346938775,0.46938775510204084,0.4897959183673469,0.46938775510204084,0.5208333333333334,0.5510204081632653,0.5102040816326531,0.4897959183673469,0.4897959183673469,0.5416666666666666,0.46938775510204084,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.5625,0.46938775510204084,0.46938775510204084,0.5102040816326531,0.6122448979591837,0.5833333333333334,0.5510204081632653,0.5102040816326531,0.5510204081632653,0.5510204081632653,0.4583333333333333,0.5197278911564626,0.047786543373773055,27,0.5592958113477948,0.47467948717948716,0.4079111944965603,0.42994917994918,0.4663636363636363,0.5065764023210831,0.48899108138238573,0.40669943866874814,0.4540229885057471,0.45987884436160303,0.39016521098600443,0.5055764019178653,0.36515426497277675,0.5152131782945737,0.5453674677812609,0.45778470778470776,0.4378846153846154,0.5108797029528737,0.507094757094757,0.49213386727688785,0.48695447370218947,0.4720797720797721,0.539691742081448,0.42759740259740253,0.3674537133347202,0.4670159737127232,0.05209415222306369,23
28,0.783025016784668,0.014612859064185038,0.027189607620239257,0.0012531927136354315,,sqrt,,1,2,"{'max_depth': None, 'max_features': 'sqrt', 'max_samples': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.5510204081632653,0.5918367346938775,0.4897959183673469,0.40816326530612246,0.5208333333333334,0.5102040816326531,0.6326530612244898,0.46938775510204084,0.42857142857142855,0.6041666666666666,0.5306122448979592,0.5714285714285714,0.46938775510204084,0.5918367346938775,0.5833333333333334,0.42857142857142855,0.4489795918367347,0.5102040816326531,0.5510204081632653,0.5833333333333334,0.6326530612244898,0.5510204081632653,0.5918367346938775,0.4897959183673469,0.4791666666666667,0.5287925170068026,0.0641118703664493,10,0.5319251336898396,0.6135335252982312,0.378125,0.3461279461279461,0.4013416815742398,0.44666666666666666,0.6255928853754941,0.386414409688067,0.41891660970608335,0.5178362573099415,0.44693541752365284,0.4785214785214785,0.4172870140612076,0.5515873015873015,0.5508694130003501,0.3398054648054648,0.4214686914915748,0.46759259259259256,0.4338913224864414,0.43273809523809526,0.5820707070707071,0.5394212523719165,0.5468317972350231,0.37516151261951936,0.39182748198093464,0.4656995863209108,0.08150647326528998,25
24,0.680668077468872,0.01600243365493283,0.027320852279663087,0.0014529726126326513,,sqrt,0.6,1,2,"{'max_depth': None, 'max_features': 'sqrt', 'max_samples': 0.6, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.6122448979591837,0.5306122448979592,0.5510204081632653,0.3877551020408163,0.5416666666666666,0.5102040816326531,0.5510204081632653,0.42857142857142855,0.4489795918367347,0.5625,0.5102040816326531,0.5918367346938775,0.4897959183673469,0.5714285714285714,0.6041666666666666,0.42857142857142855,0.4489795918367347,0.5714285714285714,0.5714285714285714,0.5416666666666666,0.6122448979591837,0.5714285714285714,0.5918367346938775,0.4897959183673469,0.5,0.5287755102040816,0.0615048992426478,11,0.5844230222746847,0.5579545454545454,0.48425258684405026,0.32925724637681164,0.42450312845049687,0.43618233618233615,0.5303709856035437,0.3194703243616287,0.43537289268996593,0.46637426900584794,0.4362678665004247,0.4865204176027488,0.4329417293233082,0.5051788790919226,0.5834224598930481,0.33213675213675214,0.3992773261065944,0.49150326797385624,0.45326340326340325,0.386578947368421,0.568983019564415,0.5819139672587949,0.5756704980842913,0.3813131313131313,0.4145309477756286,0.463906558020026,0.08091188210625479,26
6,0.5928966617584228,0.014263674345799468,0.026622581481933593,0.0016139766574552827,5,5,,5,2,"{'max_depth': 5, 'max_features': 5, 'max_samples': None, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.5714285714285714,0.4897959183673469,0.4489795918367347,0.4897959183673469,0.5208333333333334,0.5306122448979592,0.5510204081632653,0.4897959183673469,0.5102040816326531,0.5625,0.4897959183673469,0.5510204081632653,0.46938775510204084,0.5510204081632653,0.5625,0.3877551020408163,0.4489795918367347,0.5306122448979592,0.6122448979591837,0.625,0.5306122448979592,0.5102040816326531,0.5306122448979592,0.5306122448979592,0.4375,0.5173129251700681,0.05285717568879814,31,0.5381298449612403,0.495304114490161,0.3817042606516291,0.46096256684491976,0.40630422209369577,0.46636661211129293,0.5446843604738342,0.4147727272727273,0.47040652707036407,0.4784954811270601,0.4105870980870981,0.5003613369467028,0.41158424908424907,0.4806166473745133,0.5577922077922078,0.34907407407407404,0.409157703378276,0.4972583898771318,0.4911403133017361,0.5247425629290619,0.4592336565076881,0.46960014201393513,0.5166666666666666,0.5281194295900178,0.33427718913652416,0.4638936953542723,0.05908852534550162,27
7,0.5943704795837402,0.014606384416304359,0.026477346420288084,0.0011763872446633327,5,5,,5,5,"{'max_depth': 5, 'max_features': 5, 'max_samples': None, 'min_samples_leaf': 5, 'min_samples_split': 5}",0.5714285714285714,0.4897959183673469,0.4489795918367347,0.4897959183673469,0.5208333333333334,0.5306122448979592,0.5510204081632653,0.4897959183673469,0.5102040816326531,0.5625,0.4897959183673469,0.5510204081632653,0.46938775510204084,0.5510204081632653,0.5625,0.3877551020408163,0.4489795918367347,0.5306122448979592,0.6122448979591837,0.625,0.5306122448979592,0.5102040816326531,0.5306122448979592,0.5306122448979592,0.4375,0.5173129251700681,0.05285717568879814,31,0.5381298449612403,0.495304114490161,0.3817042606516291,0.46096256684491976,0.40630422209369577,0.46636661211129293,0.5446843604738342,0.4147727272727273,0.47040652707036407,0.4784954811270601,0.4105870980870981,0.5003613369467028,0.41158424908424907,0.4806166473745133,0.5577922077922078,0.34907407407407404,0.409157703378276,0.4972583898771318,0.4911403133017361,0.5247425629290619,0.4592336565076881,0.46960014201393513,0.5166666666666666,0.5281194295900178,0.33427718913652416,0.4638936953542723,0.05908852534550162,27
25,0.6746542167663574,0.013206172382715976,0.027022438049316408,0.0011538717717393208,,sqrt,0.6,1,5,"{'max_depth': None, 'max_features': 'sqrt', 'max_samples': 0.6, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.5918367346938775,0.4489795918367347,0.5510204081632653,0.46938775510204084,0.5416666666666666,0.4897959183673469,0.6122448979591837,0.46938775510204084,0.4897959183673469,0.5416666666666666,0.5102040816326531,0.5918367346938775,0.4897959183673469,0.5510204081632653,0.5833333333333334,0.3877551020408163,0.42857142857142855,0.5306122448979592,0.5714285714285714,0.5833333333333334,0.5306122448979592,0.5102040816326531,0.6326530612244898,0.46938775510204084,0.5,0.523061224489796,0.05897380492446005,21,0.563288770053476,0.4641123373914362,0.46671808871878134,0.4409439927732611,0.4252639940192505,0.42067271352985636,0.6098599748751417,0.36386946386946384,0.466961955165222,0.45471370734528627,0.4239750445632799,0.48776709401709395,0.42828593819973126,0.5018599456099456,0.5629113274303836,0.30680680680680683,0.38809523809523805,0.45374289453236827,0.468444976076555,0.43273809523809526,0.4587438800489596,0.47658730158730156,0.5706896551724138,0.38139704098957067,0.4179606625258799,0.457456435945392,0.06658681483358678,29
17,0.5963004398345947,0.01743325308833543,0.027242956161499025,0.0017735931328518562,,5,0.6,1,5,"{'max_depth': None, 'max_features': 5, 'max_samples': 0.6, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.6122448979591837,0.5102040816326531,0.4897959183673469,0.42857142857142855,0.4166666666666667,0.5714285714285714,0.5714285714285714,0.46938775510204084,0.46938775510204084,0.5416666666666666,0.4897959183673469,0.6122448979591837,0.4897959183673469,0.5510204081632653,0.5833333333333334,0.42857142857142855,0.42857142857142855,0.5510204081632653,0.5918367346938775,0.6041666666666666,0.6122448979591837,0.4897959183673469,0.5714285714285714,0.4489795918367347,0.4166666666666667,0.5180102040816326,0.06703969461021911,30,0.6049554367201426,0.5322372662798194,0.37563366810138693,0.40793650793650793,0.29896065734341837,0.517681623931624,0.5501461099287186,0.387577144442133,0.4492737525632263,0.4599002849002849,0.4126114081996435,0.5228529900332226,0.4291666666666667,0.4837412587412588,0.5618825618825618,0.3350997150997151,0.3987092731829574,0.49613526570048305,0.48841515934539187,0.45434782608695656,0.5719942240462076,0.46239837398373984,0.5221137521222411,0.3532828282828283,0.33331764853503987,0.4564148561622471,0.08047867618436523,30
16,0.6044031524658203,0.014740675885037515,0.027214794158935546,0.0012873795948854076,,5,0.6,1,2,"{'max_depth': None, 'max_features': 5, 'max_samples': 0.6, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.5918367346938775,0.5102040816326531,0.4897959183673469,0.46938775510204084,0.4791666666666667,0.5306122448979592,0.5102040816326531,0.4897959183673469,0.4897959183673469,0.5208333333333334,0.5306122448979592,0.5714285714285714,0.46938775510204084,0.5510204081632653,0.5833333333333334,0.42857142857142855,0.4897959183673469,0.5306122448979592,0.5510204081632653,0.5833333333333334,0.5918367346938775,0.4897959183673469,0.5510204081632653,0.5306122448979592,0.4791666666666667,0.5205272108843537,0.04284373102960553,26,0.5816239316239317,0.5163419913419913,0.36489479512735323,0.440018315018315,0.3547101449275362,0.4653846153846154,0.47310160427807485,0.39190178846746837,0.4974330547501279,0.4366305329719964,0.45198592257415793,0.4858904682274247,0.40353143841515937,0.4760644596002652,0.5631860871686454,0.3350997150997151,0.447209653092006,0.4758361204013378,0.4338913224864414,0.43273809523809526,0.5320048309178744,0.4578544061302682,0.553006686545586,0.40208764665286406,0.4097101449275362,0.45528551085475155,0.06219877817391746,31
20,0.6558943653106689,0.01869653252281608,0.02677384376525879,0.0011470759867934705,,5,,1,2,"{'max_depth': None, 'max_features': 5, 'max_samples': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.5714285714285714,0.5510204081632653,0.5102040816326531,0.42857142857142855,0.4791666666666667,0.5306122448979592,0.5714285714285714,0.4897959183673469,0.4489795918367347,0.5833333333333334,0.5306122448979592,0.5714285714285714,0.4489795918367347,0.5306122448979592,0.625,0.3877551020408163,0.42857142857142855,0.5102040816326531,0.5714285714285714,0.6041666666666666,0.5714285714285714,0.5510204081632653,0.5306122448979592,0.4489795918367347,0.5,0.5190136054421768,0.060068513530284556,29,0.5608654910980493,0.5414040616246498,0.38898809523809524,0.4090475073706781,0.36045454545454547,0.49396825396825395,0.5746753246753247,0.3936486828774063,0.4129211918685603,0.533531746031746,0.44657148407148406,0.4524216524216524,0.39401993355481724,0.4498389694041867,0.6160714285714285,0.3132882882882883,0.3733333333333333,0.4365079365079365,0.47898936170212764,0.4535030916792443,0.5171122994652407,0.526961926961927,0.48925802879291247,0.3446342305037957,0.4179606625258799,0.4551991011196626,0.0755840182501182,32
